AUDC,SUN,arm,benchmark,budget,candidate_oracle_calls,capture_seconds,cohort,completion_tokens,decision_rows,difficulty,environment_calls,episode_wall_seconds,generation_calls,initialization_oracle_calls,initialization_wall_seconds,job_id,mSUN,policy_seed,pooling_forwards,prompt_tokens,registered_budget_unit,registered_state,rpc_attempts,status,surrogate_oracle_calls,task,task_progress,task_success,whole_job_wall_seconds,world,stratum,total_tokens,action_success_rate,agent_attempts,bootstrap_ticks,explicit_tick_returns,scenario_warmup_ticks,completion_sha256
0.14888888888888888,4,Common2,MADE,30,30,0.0,MADE,17319,59,,59,2152.5178521089256,118,11,55.326901596039534,made-common-public-v1-Au-K-Tb-b30-s502-Common2,0.13333333333333333,502,0,205042,candidate_oracle_attempts,clean_new,118,accepted,348,Au-K-Tb,,,2357.1535634845495,,Au-K-Tb,222361,,,,,,ece770f3ef9aecbfd802d7442f698b918483f840db95a423e980b3acd5ef36d1
0.11777777777777777,6,Public2,MADE,30,30,0.0,MADE,14680,52,,52,1832.383774701506,104,11,47.97344261407852,made-common-public-v1-Au-K-Tb-b30-s502-Public2,0.2,502,0,200261,candidate_oracle_attempts,clean_new,104,accepted,241,Au-K-Tb,,,2036.895455699414,,Au-K-Tb,214941,,,,,,a7014d2953ca4b1db3cf8162e95df1ef8854d8b8150a6b0ab78c7e7466a2cec7
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s503-Common2,,503,,,,clean_new,,claimed,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s503-Public2,,503,,,,clean_new,,claimed,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s503-Common2,,503,,,,clean_new,,claimed,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s503-Public2,,503,,,,clean_new,,claimed,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s504-Common2,,504,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s504-Public2,,504,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s504-Common2,,504,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s504-Public2,,504,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s505-Common2,,505,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s505-Public2,,505,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s505-Common2,,505,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s505-Public2,,505,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s506-Common2,,506,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s506-Public2,,506,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s506-Common2,,506,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s506-Public2,,506,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s507-Common2,,507,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s507-Public2,,507,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s507-Common2,,507,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s507-Public2,,507,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s508-Common2,,508,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s508-Public2,,508,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s508-Common2,,508,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s508-Public2,,508,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s509-Common2,,509,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s509-Public2,,509,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s509-Common2,,509,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s509-Public2,,509,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s510-Common2,,510,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b30-s510-Public2,,510,,,,clean_new,,clean_new,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Common2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s510-Common2,,510,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Public2,MADE,30,,,MADE,,,,,,,,,made-common-public-v1-Au-K-Tb-b30-s510-Public2,,510,,,,clean_new,,clean_new,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Native,DW,10,,,DW_Proteomics,183,10,Normal,10,31.255337978946045,10,,,pooling-online-dw-v1-w3-p501-b10-Native,,501,0,40008,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,57.8688203439815,3,Proteomics/world3,40191,0.1,10,1,10,,329a694de1cde031d07d72c81054cae659a9540c30d3823247f3f18aa3100aa3
,,ActionPool2,DW,10,,,DW_Proteomics,369,10,Normal,10,170.9787326361984,20,,,pooling-online-dw-v1-w3-p501-b10-ActionPool2,,501,40,80802,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,197.18791757524014,3,Proteomics/world3,81171,0.1,10,1,10,,ce45bcd9812545e875c674f8e717719b4ae25fe76783358c601b62c47ad19826
,,Native,DW,10,,,DW_Proteomics,207,10,Normal,10,30.787314583081752,10,,,dw-core120-v1-w3-p502-b10-Native,,502,0,38577,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.25,0,57.040512679028325,3,Proteomics/world3,38784,0.7,10,1,10,,a0c055a499421403e351b030070944978f7a91bd5c03301c0b6cbe9fb86f0028
,,ActionPool2,DW,10,,,DW_Proteomics,405,10,Normal,10,164.30821751710027,20,,,dw-core120-v1-w3-p502-b10-ActionPool2,,502,40,77969,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.25,0,190.33206421509385,3,Proteomics/world3,78374,0.7,10,1,10,,117e8ee92c6462267c7cbc0c3d4ab136b0396a2f6505fbeec4459eb9fb4be15d
,,Native,DW,10,,,DW_Proteomics,186,10,Normal,10,30.061354832025245,10,,,dw-core120-v1-w3-p503-b10-Native,,503,0,36663,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.3993774560513,3,Proteomics/world3,36849,0.8,10,1,10,,edb6cf3dd129852f0a713b47b56fa88784612a4dcb2124f5de6b156cb745c4c8
,,ActionPool2,DW,10,,,DW_Proteomics,422,10,Normal,10,175.95422410499305,20,,,dw-core120-v1-w3-p503-b10-ActionPool2,,503,40,76702,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,203.24175121891312,3,Proteomics/world3,77124,0.7,10,1,10,,20ba9c1fe979ed6a8108bc27274e69a433f5cffcb734709fd76f4a78b7564955
,,Native,DW,10,,,DW_Proteomics,195,10,Normal,10,29.87788816401735,10,,,dw-core120-v1-w3-p504-b10-Native,,504,0,37092,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,56.154918095096946,3,Proteomics/world3,37287,0.6,10,1,10,,f8f9f5ccb19b90e0a1d19caceb5f15914f37e5c96e83f148e42d32add4383e83
,,ActionPool2,DW,10,,,DW_Proteomics,406,10,Normal,10,173.29648491495755,20,,,dw-core120-v1-w3-p504-b10-ActionPool2,,504,40,75713,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,199.98373901296873,3,Proteomics/world3,76119,0.6,10,1,10,,238408f10d687a14540bb0947edd0052c3d366e8ce8d9a0b87440a17bc387930
,,Native,DW,10,,,DW_Proteomics,210,10,Normal,10,30.82804569695145,10,,,dw-core120-v1-w3-p505-b10-Native,,505,0,38239,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,56.52450983505696,3,Proteomics/world3,38449,0.6,10,1,10,,474cc4a59015e60d5a5637da88a3f048eeaafadb9f52c5ca59818fe407267990
,,ActionPool2,DW,10,,,DW_Proteomics,371,10,Normal,10,163.427409122698,20,,,dw-core120-v1-w3-p505-b10-ActionPool2,,505,40,77097,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,189.3420669194311,3,Proteomics/world3,77468,0.8,10,1,10,,1a73e29461685945aa2b2639adfd54bb2242a60d497ab16365f668a1d0e628cf
,,Native,DW,10,,,DW_Proteomics,203,10,Normal,10,30.49903618101962,10,,,dw-core120-v1-w3-p506-b10-Native,,506,0,38211,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.79423611902166,3,Proteomics/world3,38414,0.6,10,1,10,,1827dc1d0b65c781144eae5c72f9d7a1f7d09165df6d3bbe957a37044d895fa7
,,ActionPool2,DW,10,,,DW_Proteomics,400,10,Normal,10,170.77735631889664,20,,,dw-core120-v1-w3-p506-b10-ActionPool2,,506,40,75878,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,197.14179539494216,3,Proteomics/world3,76278,0.8,10,1,10,,b4716d3fa6c17db2679d97aa3db0651af09c554b6abbbfe7ec0d33e0b3af16a7
,,Native,DW,10,,,DW_Proteomics,194,10,Normal,10,30.342164541012608,10,,,dw-core120-v1-w3-p507-b10-Native,,507,0,38525,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.854822237975895,3,Proteomics/world3,38719,0.3,10,1,10,,698942963f4e5f6ee83ba764231e4f1e5323a52901a77c438b050c958a09fa4d
,,ActionPool2,DW,10,,,DW_Proteomics,403,10,Normal,10,168.87306747306138,20,,,dw-core120-v1-w3-p507-b10-ActionPool2,,507,40,78635,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,195.15452254749835,3,Proteomics/world3,79038,0.4,10,1,10,,4a9d7f8f58abdbf14999295f93a0972d27f021af0c38e11f8fd004809028b14b
,,Native,DW,10,,,DW_Proteomics,206,10,Normal,10,30.457529817009345,10,,,dw-core120-v1-w3-p508-b10-Native,,508,0,39374,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,57.20236230303999,3,Proteomics/world3,39580,0.1,10,1,10,,6ed1d5596e5946920ba8e8f63d19e3bef193a19fa082453538c31d9c4aead9bd
,,ActionPool2,DW,10,,,DW_Proteomics,419,10,Normal,10,177.35697655193508,20,,,dw-core120-v1-w3-p508-b10-ActionPool2,,508,40,79561,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,204.1095796810696,3,Proteomics/world3,79980,0.1,10,1,10,,8a5e2e335e336087e732cf1685e2d24a39d91d72382307d82e383b30dd0a020a
,,Native,DW,10,,,DW_Proteomics,222,10,Normal,10,31.399071110994555,10,,,dw-core120-v1-w3-p509-b10-Native,,509,0,39128,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,58.25765552697703,3,Proteomics/world3,39350,0.5,10,1,10,,d6a94c99b1984667189a55afd79e96296d69fde3d47d02ca63394d15d8669024
,,ActionPool2,DW,10,,,DW_Proteomics,415,10,Normal,10,162.59006781503558,20,,,dw-core120-v1-w3-p509-b10-ActionPool2,,509,40,74625,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.25,0,188.66285017691553,3,Proteomics/world3,75040,0.7,10,1,10,,ddcd92c50c98fc902dd2c24ee335e006d897198ccad55b3a3b91a82162b3bcbb
,,Native,DW,10,,,DW_Proteomics,206,10,Normal,10,30.357388250529766,10,,,dw-core120-v1-w3-p510-b10-Native,,510,0,39374,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,55.98569893930107,3,Proteomics/world3,39580,0.1,10,1,10,,15c2ef15b713149f91d5410014293aa6b391b1c72a59b9812e91b9488c2339f4
,,ActionPool2,DW,10,,,DW_Proteomics,440,10,Normal,10,179.5439956659684,20,,,dw-core120-v1-w3-p510-b10-ActionPool2,,510,40,77849,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,207.04084641300142,3,Proteomics/world3,78289,0.8,10,1,10,,b3e8e65b6b45fcd7f234b83d3c82e2bfc71f394fc7a37284f02d0d867af06f2e
,,Native,DW,10,,,DW_Proteomics,191,10,Normal,10,30.990617934963666,10,,,pooling-online-dw-v1-w4-p501-b10-Native,,501,0,40189,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.71399012603797,4,Proteomics/world4,40380,0.1,10,1,10,,7f3b4656888e5b5a0bd718d6fd78da9ed36031078819675815d1b0eeeb4f9444
,,ActionPool2,DW,10,,,DW_Proteomics,382,10,Normal,10,172.9934685435146,20,,,pooling-online-dw-v1-w4-p501-b10-ActionPool2,,501,40,81173,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,199.35995055548847,4,Proteomics/world4,81555,0.1,10,1,10,,a18e19a877a0d325cf9a7af7e65afa13a8b6b6c77b5abfa54ab0bad29cec8ce6
,,Native,DW,10,,,DW_Proteomics,194,10,Normal,10,30.257846607011743,10,,,dw-core120-v1-w4-p502-b10-Native,,502,0,37254,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,57.194451336050406,4,Proteomics/world4,37448,0.5,10,1,10,,c80ab7e3535e2d4839077cca98d80a1c4c0ee3736e09486e6d59eb62ee0e1a8f
,,ActionPool2,DW,10,,,DW_Proteomics,387,10,Normal,10,159.7314713615924,20,,,dw-core120-v1-w4-p502-b10-ActionPool2,,502,40,74116,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,185.39358969032764,4,Proteomics/world4,74503,0.8,10,1,10,,a2dd367520ba7c7f541158eff5ab4b1e52f561ce5f654c7f916cb5bb4b49160a
,,Native,DW,10,,,DW_Proteomics,190,10,Normal,10,30.737143101985566,10,,,dw-core120-v1-w4-p503-b10-Native,,503,0,39654,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,57.90698217903264,4,Proteomics/world4,39844,0.0,10,1,10,,54e38713de80803c7d3b6a8c6661f715a6c27f004dd577a1543079215733dd06
,,ActionPool2,DW,10,,,DW_Proteomics,440,10,Normal,10,170.30009150598198,20,,,dw-core120-v1-w4-p503-b10-ActionPool2,,503,40,74230,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.25,0,197.15259319497272,4,Proteomics/world4,74670,1.0,10,1,10,,6bc0835777f21f48ca43cd84e7b844b0db888684f4d517335d9a71efd136db20
,,Native,DW,10,,,DW_Proteomics,191,10,Normal,10,30.108349043875933,10,,,dw-core120-v1-w4-p504-b10-Native,,504,0,39172,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.71113687567413,4,Proteomics/world4,39363,0.3,10,1,10,,d37e13fc26f30c5834a435744d626a441050c2bcc31d4f3d9d275198958e65f1
,,ActionPool2,DW,10,,,DW_Proteomics,385,10,Normal,10,175.91407640709076,20,,,dw-core120-v1-w4-p504-b10-ActionPool2,,504,40,78554,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,203.35885489406064,4,Proteomics/world4,78939,0.4,10,1,10,,ff11b6f91115003ceefd7a580c761066184c1b37c6e49990a28a4d71a699742d
,,Native,DW,10,,,DW_Proteomics,197,10,Normal,10,31.016054617008194,10,,,dw-core120-v1-w4-p505-b10-Native,,505,0,39654,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,57.47709120600484,4,Proteomics/world4,39851,0.0,10,1,10,,9dba826dfed0e40f5c6a107147f48036ef10e2f329c12c1a88e76f130cb4b161
,,ActionPool2,DW,10,,,DW_Proteomics,394,10,Normal,10,165.59662236087024,20,,,dw-core120-v1-w4-p505-b10-ActionPool2,,505,40,77915,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,192.14655234850943,4,Proteomics/world4,78309,0.4,10,1,10,,75a67b958cfaa00915bd5a9601423a058aafb0b28084ff2adef73d8a64a29851
,,Native,DW,10,,,DW_Proteomics,192,10,Normal,10,30.41717130492907,10,,,dw-core120-v1-w4-p506-b10-Native,,506,0,39222,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.69391504500527,4,Proteomics/world4,39414,0.2,10,1,10,,3063a6b016d2d1f96f086ebba1e1c4da0ea72819b5f949ecfcdb451babcb0404
,,ActionPool2,DW,10,,,DW_Proteomics,366,10,Normal,10,166.52948105707765,20,,,dw-core120-v1-w4-p506-b10-ActionPool2,,506,40,78283,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,192.96832898352295,4,Proteomics/world4,78649,0.4,10,1,10,,0d9cd8da72805e09e980a921ab12fbb1e76d110cc656653be6ebb8736f2c306d
,,Native,DW,10,,,DW_Proteomics,189,10,Normal,10,30.057650162023492,10,,,dw-core120-v1-w4-p507-b10-Native,,507,0,38936,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.329886023071595,4,Proteomics/world4,39125,0.3,10,1,10,,6775f3cc689a048be3b135f18c097faf34674fa2162e9b3952de88ab08376ea3
,,ActionPool2,DW,10,,,DW_Proteomics,385,10,Normal,10,174.82200395397376,20,,,dw-core120-v1-w4-p507-b10-ActionPool2,,507,40,78841,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,201.69904610398225,4,Proteomics/world4,79226,0.3,10,1,10,,c35e80c0797e5595c631508ddacd594278adaef0d164b90d09a3f0f3fa0e0d68
,,Native,DW,10,,,DW_Proteomics,219,10,Normal,10,32.04386318102479,10,,,dw-core120-v1-w4-p508-b10-Native,,508,0,38467,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,58.59015017747879,4,Proteomics/world4,38686,0.6,10,1,10,,ede76fee11b22d811b25364e3d7052a448c7d965c59139cc6d923a3762068a35
,,ActionPool2,DW,10,,,DW_Proteomics,396,10,Normal,10,174.30415513797197,20,,,dw-core120-v1-w4-p508-b10-ActionPool2,,508,40,75817,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,201.5108752460219,4,Proteomics/world4,76213,0.5,10,1,10,,f02a0cd0c2abc3e27ace3b631f5366578e9199864394e13d8354827cac674586
,,Native,DW,10,,,DW_Proteomics,192,10,Normal,10,29.14981679432094,10,,,dw-core120-v1-w4-p509-b10-Native,,509,0,37333,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,54.75602863449603,4,Proteomics/world4,37525,0.8,10,1,10,,d16f29f3f4d4ca3eb55b07fc7aeec7250012e64e84dfbaf4cfca8ed81fd835bc
,,ActionPool2,DW,10,,,DW_Proteomics,388,10,Normal,10,152.47441121691372,20,,,dw-core120-v1-w4-p509-b10-ActionPool2,,509,40,76207,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,179.30126512108836,4,Proteomics/world4,76595,0.8,10,1,10,,f1b25d1e914e8c6b38462653817826c59d950d62a7214c1a6d772c6479764cfb
,,Native,DW,10,,,DW_Proteomics,190,10,Normal,10,30.141603120951913,10,,,dw-core120-v1-w4-p510-b10-Native,,510,0,39654,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,56.795175838051364,4,Proteomics/world4,39844,0.0,10,1,10,,d2a17b8d42453411d3088a33bea0780b11fa32a306161159f8b5916479df778d
,,ActionPool2,DW,10,,,DW_Proteomics,375,10,Normal,10,167.44359261263162,20,,,dw-core120-v1-w4-p510-b10-ActionPool2,,510,40,78536,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,194.45225869957358,4,Proteomics/world4,78911,0.3,10,1,10,,84d02d66c898acd7bda096dbe07c1770f2e7ac14f778d44b84040783fed5958f
,,Native,DW,20,,,DW_Proteomics,385,20,Normal,20,61.498509521596134,20,,,pooling-online-dw-v1-w3-p501-b20-Native,,501,0,83086,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,88.04370047245175,3,Proteomics/world3,83471,0.05,20,1,20,,03674bcb2c7d21b07afd3de1ab7b813bc52362d1e5e6e7f415dc7d891e566937
,,ActionPool2,DW,20,,,DW_Proteomics,753,20,Normal,20,371.03416576306336,40,,,pooling-online-dw-v1-w3-p501-b20-ActionPool2,,501,80,168016,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,398.15549573500175,3,Proteomics/world3,168769,0.05,20,1,20,,0649ec4dab5d876e1b0c4be897ce804d8edbcbf22db85c236c316aadda28d82b
,,Native,DW,20,,,DW_Proteomics,408,20,Normal,20,57.18635726906359,20,,,dw-core120-v1-w3-p502-b20-Native,,502,0,78023,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,84.82068356778473,3,Proteomics/world3,78431,0.7,20,1,20,,f3351f05ac32d3b59ad30766c99eb74f1ffef556b5c439656d915a77a287e2c7
,,ActionPool2,DW,20,,,DW_Proteomics,843,20,Normal,20,346.4093782269629,40,,,dw-core120-v1-w3-p502-b20-ActionPool2,,502,80,158015,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,374.11814610497095,3,Proteomics/world3,158858,0.7,20,1,20,,f41960d8e223237bef14f008fab3f6a33cbbc252f0866778f4ec5e39e7811ae8
,,Native,DW,20,,,DW_Proteomics,376,20,Normal,20,56.00934509374201,20,,,dw-core120-v1-w3-p503-b20-Native,,503,0,74541,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,82.84529388323426,3,Proteomics/world3,74917,0.85,20,1,20,,d863c455829c281a035da0f83e6cd2d42f6f877ee9992bb2a6b4eeddc146f064
,,ActionPool2,DW,20,,,DW_Proteomics,766,20,Normal,20,325.3278694432229,40,,,dw-core120-v1-w3-p503-b20-ActionPool2,,503,80,151839,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,351.85021741501987,3,Proteomics/world3,152605,0.8,20,1,20,,d775b7b4c768a2103dc84371e7655679cf07fe69d49e309f8759676a2a21b3b6
,,Native,DW,20,,,DW_Proteomics,378,20,Normal,20,57.30907577299513,20,,,dw-core120-v1-w3-p504-b20-Native,,504,0,79340,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,84.03582019393798,3,Proteomics/world3,79718,0.4,20,1,20,,fe8d09d09f6cf12ab62f0da253d11e4797aed643fe603d5bf3c8148369405ab5
,,ActionPool2,DW,20,,,DW_Proteomics,717,20,Normal,20,352.1442466797307,40,,,dw-core120-v1-w3-p504-b20-ActionPool2,,504,80,165996,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.0,0,379.47645896766335,3,Proteomics/world3,166713,0.15,20,1,20,,d970bb0108d52c98acf4dde4541d95b9c0b96a155cb423a02b011f6fda5094b5
,,Native,DW,20,,,DW_Proteomics,431,20,Normal,20,58.12500254099723,20,,,dw-core120-v1-w3-p505-b20-Native,,505,0,78656,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,84.71442908607423,3,Proteomics/world3,79087,0.8,20,1,20,,8b05d7bea398ac35c18d5be844285377f9363df84e9a3f9fff03c879ae54a6c6
,,ActionPool2,DW,20,,,DW_Proteomics,777,20,Normal,20,359.5412712029647,40,,,dw-core120-v1-w3-p505-b20-ActionPool2,,505,80,162016,legacy_agent_attempts_parse_rejection_does_not_tick,,,accepted,,Proteomics,0.125,0,387.02344546606764,3,Proteomics/world3,162793,0.55,20,1,20,,264452a2c080d806c86a71d05fbcad0841d24569319307d43a7a1b5bff1e7a22
